group_name,subgenre,country,cat_front_gender,num_bpm_pref,num_growl_tolerance,num_blastbeat_tolerance,num_distortion_preference,num_tempo_variability,num_aggressivity_score,num_speed_score,num_heaviness_score,num_chain_listen_hours,num_riff_complexity_score,num_time_signature_complexity,num_song_length_avg,num_nb_bands_known,num_nb_subgenres_known,num_nb_albums_per_month,num_reading_hours_music,num_research_hours_music,num_youtube_gear_hours,num_theory_level,num_concerts_per_year,num_festivals_per_year,num_mosh_participation,num_crowdsurf_count,num_bruises_after_concert,num_decibels_tolerance,num_travel_for_festival_km,num_money_spent_concerts,num_nb_tour_merch_items,num_hearing_loss_risk_score,num_streaming_hours,num_social_media_hours,num_music_discovery_hours,num_spotify_discover_like_rate,num_yt_comment_rate,num_instagram_posts_music,num_discord_server_activity,num_playlist_creation_rate,num_audio_gear_spending,num_nb_headphones_owned,num_noise_var01,num_noise_var02,num_noise_var03,num_noise_var04,num_noise_var05,num_noise_var06,num_noise_var07,num_noise_var08,num_noise_var09,num_noise_var10,cat_subgenre_main,cat_subgenre_secondary,cat_favorite_band,cat_favorite_label,cat_favorite_instrument,cat_vocal_preference,cat_drumming_style,cat_guitar_style,cat_production_preference ,cat_music_platform,cat_clothing_style,cat_shoes,cat_festival_type,cat_mosh_preference ,cat_hair_length,cat_music_consumption_device,cat_listening_context,cat_record_collection_size,cat_tv_shows_pref,cat_social_presence,cat_fav_color,cat_spiritual_theme_pref,cat_lyric_style,cat_merch_preference,cat_art_style,cat_gig_pref,cat_social_metal_subculture,cat_spotify_usage,cat_favorite_era,cat_main_activity_at_concert,Unnamed: 83,cat_intensity_profile,cat_technicite_profile,cat_live_engagement,cat_digital_profile,cat_segment_label,cat_noise_var01,cat_noise_var02,cat_noise_var03,cat_noise_var04,cat_noise_var05,cat_noise_var06,cat_noise_var07,cat_noise_var08,cat_noise_var09,cat_noise_var10
Ultra Vomit,grindcore,france,male,226.27930506668866,8.155607661498209,9.192059197907911,7.781103368716102,6.544945251242101,9.074426461573895,8.281893074381946,10.0,6.581629828209487,6.769185472539054,6.31368062092911,3.413519477600542,97.71903753264239,4.995021980159153,5.677870221168089,5.183723415192981,5.776633248885692,4.567555014947321,7.7533766067617,7.0,3.0,9.863996199906389,13.0,7.596820698586334,8.473320856737072,1097.0773440123696,1078.85247191735,6.0,9.164295050590098,6.716936528989374,5.488721831868314,3.1310792869465613,4.706805979388837,2.622655245974186,2.22825414719874,0.7226486326870852,3.741469764555249,457.5528057662202,3.1462033438863455,-0.3281428321466607,2.538483229427952,-1.2793900879214963,1.3045920856783244,0.07949606309144953,1.7111015603628703,-0.12267622111472039,-0.6606769437718044,-1.7389872271999107,-0.45827766831728356,grindcore,grindcore,Ultra Vomit,underground,drums,growl,blast,atmospheric,lofi,spotify,band_tshirt,sneakers,both,full,short,speakers,commute,large,metal_docs,lurker,purple,gore,abstract,hoodies,brutal,arena,casual,random,old_school,mosh,,extreme,high,extreme,casual,A,W,Z,Z,W,X,Y,Y,Z,W,W
Unleash the Archers,power metal,canada,female,150.49797110855846,6.14902889805128,5.154231275731437,4.899740344605821,5.342263888249123,7.083412384283722,5.608498402467492,6.907503546730897,3.373128083618413,10.0,10.0,5.0130212078412875,114.2747174999756,7.992095484626764,5.216820138284833,7.102925276240315,8.195830897189452,4.903804113996083,10.0,5.0,2.0,4.231277728769388,3.0,1.0709675315800131,6.220978433866821,498.1383671099626,575.9276716767143,1.0,4.4297741834265265,8.623659985379552,7.206339128957733,4.138552427603256,5.222001531613828,2.2496850689658525,0.7376712829201434,0.36476110877446843,4.890889157335836,462.3207783000066,3.369344252528712,-0.5081209924156869,0.3174104487994213,1.1105627402927678,0.0037053507974743488,-2.5927165154022687,0.2442782822759085,-0.11912503371633071,0.14330116864769596,-0.8725591090815651,-0.07619567202394918,power metal,groove metal,Unleash the Archers,underground,bass,scream,technical,ambient,modern,apple_music,band_tshirt,docs,indoor,none,medium,headphones,home,medium,fantasy,lurker,black,emotional,storytelling,vinyls,abstract,festival,experimental,discover_weekly,modern,analyse,,mid,high,regular,casual,C,X,W,W,Z,Z,X,Z,W,W,Y
Venus 5,power metal,,female,140.70626899666462,7.983143804278064,6.613898606604845,6.570822405102983,5.7534563262102285,7.597340997145243,6.656777206380583,5.905190837065202,3.6883575312216825,9.241461896298796,10.0,5.683618501366722,112.93559121024623,8.111596474502583,4.700831494783693,6.635667123648052,7.548197629257118,4.675880882950656,10.0,4.0,1.0,5.247876453407273,5.0,3.319589812307276,5.5374061826016785,832.7807325411455,700.865049371726,1.0,4.014779428813735,9.836018164899489,7.553496357120585,6.567397098278739,7.711347350221007,4.691220997113,4.935115149647055,4.399111571261968,5.391774049738086,824.4709262222882,5.678422212472726,-1.6458011720890138,0.11676008787256639,-0.5021251289404789,-0.3949972712981747,2.0554768586186185,-0.767795559731436,0.7436070000996834,-1.7740966972843037,-0.047717018170430385,0.5856056418097813,power metal,power metal,Venus 5,major,bass,clean,ambient,melodic,modern,spotify,casual_jeans,docs,outdoor,full,shaved,headphones,commute,large,metal_docs,lurker,green,philosophical,storytelling,vinyls,surreal,small_venue,open_minded,playlists,modern,listen,,high,high,intense,active,C,Z,X,W,Z,W,Y,Z,X,X,X
Vexed,deathcore,england,female,201.80948368963044,8.533676037873953,7.433657895434174,9.498446913999809,8.224016309034138,10.0,9.865799129079619,10.0,4.6303977190131995,8.04322604472055,6.316094992022654,4.093369596212278,101.41578559569292,6.53596344190929,2.6807049842060438,5.887773763190966,6.55766966297953,4.2887949902078955,7.2468510704529505,13.0,2.0,9.462284387699382,3.0,7.424325010419655,9.014584199901915,1222.6840803070377,1072.8448730040438,5.0,5.1822730677033615,10.0,7.429709271964468,6.5105050817033705,8.423784288079604,4.704505565743617,4.541854237914617,4.163673096616481,5.362503527576848,1035.9654261572027,5.597301361618706,0.38289509516169207,0.17062708361908155,-0.647047639408727,-0.5645071656136869,-0.8942720041535557,0.03415794354078901,1.645332668197962,0.6849545566550082,-2.105539278208984,-1.7598102635364925,deathcore,deathcore,Vexed,indie,vocals,scream,technical,melodic,modern,bandcamp,band_tshirt,vans,outdoor,full,shaved,amp_stack,home,medium,metal_docs,active,black,occult,storytelling,tshirts,brutal,small_venue,casual,albums,2000s,listen,,extreme,high,extreme,active,A,W,X,Y,W,Z,Z,Y,W,X,Y
Vulvodynia,deathcore,south africa,male,190.36990416680382,8.054801442061333,8.00916560199027,6.906504639812702,7.024124318084717,8.248083303603018,8.179815712266198,10.0,6.645039154012557,3.9002076734979987,4.614290373055873,3.502888998404362,71.48122195668736,3.8464292277721923,3.4321775490982174,3.6684155538957746,4.22735261586369,3.119539534615885,6.562126611534916,10.0,2.0,10.0,4.0,8.228153516753286,8.336396211565557,1308.3797450588568,1027.3030664417777,5.0,8.319643982881116,6.102737827190414,6.188377324990771,4.752119689701354,6.760605263495575,2.808460172581571,0.0,1.520519535694315,3.823545726396738,615.4370985875174,2.7377221489185,0.2315468252783205,1.3104295008315177,1.281230563762572,-0.553765153836162,2.0518127559389576,-2.607365529068484,0.974967844434135,0.3234740834923381,-0.5443217922727491,-1.6030000815284384,deathcore,deathcore,Møl,underground,bass,clean,technical,chugging,polished,spotify,band_tshirt,boots,outdoor,none,medium,headphones,commute,medium,anime,lurker,black,occult,gore,hoodies,brutal,small_venue,open_minded,albums,2000s,mosh,,extreme,mid,extreme,casual,A,W,Y,Y,W,X,X,Y,W,X,Z
Warfect,thrash metal,sweden,male,189.03320688197724,9.162697749013589,8.30388802151298,8.488156645478325,8.635643966017835,8.868480485895502,10.0,10.0,7.600884085652652,9.537494597004326,6.664449639591092,5.145361222018768,114.57852563567972,6.698122163870482,4.442226339662606,5.678702448484887,6.818243702050289,3.1714933185134475,8.975382947439627,7.0,0.0,5.832619462709388,1.0,4.667609123715679,8.032379808702963,698.1267400267051,644.8880772032423,2.0,5.96641483989512,5.152959096677823,5.585657032528902,2.966000523462249,4.2862773553629285,0.5128870616050545,0.0,3.1737617923036314,4.3644685970915065,301.17082884634965,2.911631514731715,0.8496702524484937,-0.5991977350329224,1.1582226687959571,-1.402095996042765,-1.449241480651316,-1.0849613034565766,-2.1556068785835505,-0.057554662465918886,-0.24761303312442595,0.4896261438724024,thrash metal,thrash metal,Shadow of Intent,underground,drums,scream,blast,riff_based,raw,bandcamp,hoodie_black,boots,outdoor,full,medium,amp_stack,commute,small,horror,lurker,black,occult,gore,tshirts,minimalist,small_venue,open_minded,albums,old_school,mosh,,extreme,high,intense,casual,A,Y,W,Y,Y,X,X,W,W,Y,W
Whitechapel,deathcore,usa,male,167.52890873677313,7.698389237449507,5.398621637918772,8.015538759024857,5.542960344623548,7.832435947732312,9.298163153286549,6.49097776948242,3.3282344577001792,6.846812925024859,6.122928939254259,4.043409333215021,88.98922803121583,5.855040053734806,2.6313260716417757,4.486197252496491,5.592574345508435,3.409724510660693,8.937208404949391,10.0,0.0,8.954225949884163,4.0,6.462518254501583,6.979102657310941,1046.3947504510863,970.8995325170754,4.0,7.139296667321226,9.638301765837259,6.784227064771253,4.5049102650747255,7.005932611583699,1.9191718060810747,0.8922401775014163,1.3773633463675883,5.565379359972897,750.9314859006855,4.296968253007491,-0.5314569023067949,-0.278317559711661,1.132051367210679,-0.750375308326479,-0.8124011585565369,0.03644372582630957,0.5633988376627469,-0.39036432459966475,-0.21542655348545797,-1.9490385689179244,deathcore,deathcore,Siege of Power,underground,vocals,growl,blast,chugging,polished,youtube,battle_jacket,vans,outdoor,light,long,headphones,gym,large,horror,lurker,red,occult,storytelling,tshirts,brutal,arena,casual,albums,old_school,mosh,,high,mid,extreme,active,A,W,X,Y,Z,Z,Y,W,X,Y,Z
Wind Rose,power metal,italy,male,139.9658894782203,7.033620631216488,4.757380899094039,7.0683983345799,5.358701383987301,6.317961702902413,6.415575998785696,5.294486232305692,3.427319072694664,7.723787418765897,7.949718897564216,4.888892929381575,132.44393842912538,6.786821241895299,5.387912402755225,5.173292846389505,5.410061228809462,4.381954509614847,7.119785556637596,4.0,0.0,3.7081229037830363,0.0,2.1476220570263433,3.7778738343871545,249.968453981281,439.315556630628,2.0,3.1138625232531676,8.28025512053745,8.497827666989199,5.251049245746786,6.739301256193767,2.413603251597745,1.617984791037797,3.435050577346238,4.140195923494093,655.4230063589337,4.497363741675708,1.8953836254766674,-1.5374429491266413,-0.36219113405498116,1.498420275650323,-2.20284938250963,0.8456753684533224,2.5719301452416747,-0.8947539873680995,-0.6617235981881447,-0.44679740613887026,power metal,progressive metal,Kamizol-K,indie,drums,growl,blast,technical_riff,polished,spotify,band_tshirt,vans,indoor,light,long,headphones,gym,large,metal_docs,lurker,blue,philosophical,political,tshirts,surreal,theatre,experimental,random,modern,listen,,high,high,regular,active,C,Z,X,X,Y,X,Y,X,Y,Z,X
Within Destruction,deathcore,slovenia,male,165.13782007314003,9.36423889291017,7.707423057243405,8.943248647397523,7.601454711609793,8.227190523418567,9.596242684433422,10.0,4.733621614409225,7.827945825373205,7.437090235766131,5.524942913876294,86.29794022236158,6.120282883261575,4.233783926821996,4.487014949078475,4.220799083559779,3.9424559269453705,6.8601080409728645,9.0,0.0,9.280192909071316,2.0,7.767043548235316,8.89545954340248,1012.8352682925387,901.823785220152,3.0,7.934916237288095,7.015012248612547,5.93934056446866,4.1978002775715355,4.3990537704637225,2.632422151100426,1.161338207097887,1.5379045376315834,3.8298391037898267,623.7691467494202,4.483769348773642,-0.3797359478496331,-1.1838678626399737,-0.05097586530525164,-0.20659926056749658,0.3621249759426975,-1.9413141205973408,0.6224410467594651,0.7277129120327611,-0.3415138143814004,0.16209180855884073,deathcore,deathcore,Eths,underground,guitar,scream,technical,riff_based,modern,spotify,hoodie_black,vans,none,none,long,headphones,gym,none,horror,lurker,black,occult,political,patches,brutal,small_venue,open_minded,albums,2000s,mosh,,extreme,high,extreme,active,A,X,Y,X,W,Z,Y,Z,X,Z,W
Gallhammer,black metal,japan,female,152.57408754659193,6.333144408658555,8.407001813781852,8.139237033821852,6.572464398374564,8.767108973801628,9.850066465114494,7.049825417463046,4.949685034530167,5.555513556133806,5.738185844948998,3.262705821243813,98.87002278001854,5.89867239640456,3.265948591000795,6.2269014921615655,6.375847438113222,3.1436095442973566,6.3772500508321,4.0,3.0,5.6772279689695875,1.0,3.332218650969434,7.255438365679284,480.36870406539134,581.1315083308451,8.0,5.381738540535826,4.298932243582999,4.686789373670232,2.805200224454578,5.836801645138204,0.0,1.826126624072646,0.8317750769122371,3.115102414093757,328.94671951988346,0.5960925004856261,-0.8751096421946959,-0.5178000026979704,-0.059854397695851456,0.7044116685560984,-1.1012568208112323,-0.38115530770242934,-1.1546019132717495,-1.1710899857034065,1.7238938281238618,0.4156659699331173,black metal,atmospheric black metal,Eths,underground,guitar,shriek,ambient,riff_based,polished,bandcamp,corpse_paint,boots,outdoor,none,long,speakers,home,small,art_films,lurker,black,pagan,storytelling,tshirts,minimalist,festival,open_minded,playlists,old_school,listen,,extreme,mid,regular,casual,B,X,Y,W,X,W,X,Y,Y,X,W
